user_id,fair_score,is_score,bs_score,ls_score,rf_score,category
USR00000001,706,0.993190856615461,0.0,0.9998881151094466,0.19732162141635246,GOOD
USR00000002,836,0.9796459086017195,0.9997830389394013,0.6166480438671281,0.026750428466762788,EXCELLENT
USR00000003,737,0.9941539532620801,0.9983249366630517,4.2267969438296634e-08,0.1822329403859152,GOOD
USR00000004,658,0.9942550207291844,0.5304686783859353,0.0009652082789378762,0.09724708420042005,GOOD
USR00000005,466,0.005744538973899857,0.0,0.9999647397206642,0.741338258212822,POOR
USR00000006,888,0.9504275654450304,0.9997456257969213,0.997021580447103,0.012904455103079249,EXCELLENT
USR00000007,742,0.9796619481853261,0.9915505110091369,0.0001226995041450718,0.029832316430002725,GOOD
USR00000008,857,0.9790919836910074,0.950116866582884,0.9999999999680109,0.4931156259542525,EXCELLENT
USR00000009,665,0.9725483124622804,0.4539916248166182,0.14413003824534049,0.03221309092927527,GOOD
USR00000010,552,0.9941539532620801,1.6327345960357816e-05,0.0003311020903193716,0.2699526421063577,FAIR
USR00000011,788,0.985299258951338,0.9148306619817833,0.46461941633461884,0.21406413707569283,EXCELLENT
USR00000012,554,0.9941539532620801,0.00014742150403062552,0.0009779259540175476,0.2440988643097337,FAIR
USR00000013,692,0.993190856615461,0.0,0.8470284191694274,0.0458979600853614,GOOD
USR00000014,744,0.9819235288555526,1.0,1.40508026361565e-06,0.020397786358400172,GOOD
USR00000015,876,0.9258911556922282,0.9985589481598554,0.9998674159679504,0.12025468611364909,EXCELLENT
USR00000016,881,0.9934972922394291,0.9989586312144152,0.9999999993654289,0.28587534388955016,EXCELLENT
USR00000017,788,0.9943728017711377,0.9999252635655129,0.3164773893757985,0.12234753000776799,EXCELLENT
USR00000018,511,0.012106742320283083,0.0574970687635384,0.9999994577821012,0.19377059091165993,FAIR
USR00000019,565,0.9811016104475433,0.006566666374035592,0.00032085956325961744,0.02449418199793052,FAIR
USR00000020,887,0.9943728017711377,0.9951204864180224,0.9999999999808873,0.17375070239559032,EXCELLENT
USR00000021,437,0.005744538973899857,0.0,0.7545510530206231,0.6109795668079567,POOR
USR00000022,668,0.985299258951338,0.02995560953706351,0.9999999999999993,0.8978210649965052,GOOD
USR00000023,554,0.993190856615461,0.006672219908371512,4.1242785575885167e-10,0.24706559087776436,FAIR
USR00000024,591,0.9941539532620801,0.20762849998220878,3.0936829701085096e-05,0.2497533732867424,FAIR
USR00000025,728,0.9769594466962891,0.08670913360343463,0.9998772473296406,0.04114549451231675,GOOD
USR00000026,881,0.9807255874293347,0.9632774318382405,0.9999854921660056,0.13831204448130063,EXCELLENT
USR00000027,713,0.9941539532620801,0.00500625,0.9620705025835009,0.005765978989752174,GOOD
USR00000028,711,0.9791205876337383,0.05593966170886379,0.9785654310923925,0.17815086624646215,GOOD
USR00000029,718,0.992324065941786,0.028043311669932444,0.999997497029013,0.07690873425108147,GOOD
USR00000030,631,0.8969894397160287,0.4227677383242352,0.07009633430631229,0.06305507860809045,FAIR
USR00000031,676,0.9818617722069708,0.1491571230930953,0.6018115034998653,0.11149009218202643,GOOD
USR00000032,656,0.06204231039523343,0.7546092280288037,0.9999999890468388,0.03835139811564714,GOOD
USR00000033,700,0.9941539532620801,0.00500625,1.0,0.32779118855981304,GOOD
USR00000034,871,0.9941539532620801,0.9317224255647422,0.9956828043611886,0.2368008494390036,EXCELLENT
USR00000035,857,0.9827413435253147,0.9921843665842089,0.9493219963933631,0.4907281888485242,EXCELLENT
USR00000036,849,0.9807492799070064,0.9614575272081832,0.7670157744428779,0.07876091207932978,EXCELLENT
USR00000037,727,0.9701539449781078,0.9927943653927861,0.00018982304050099892,0.24604365209050605,GOOD
USR00000038,700,0.9942433272516017,0.45698803992210946,0.3828357682441329,0.13431921711318395,GOOD
USR00000039,895,0.985449929979263,0.9984203741576608,0.9994580020741985,0.020488860247476426,EXCELLENT
USR00000040,880,0.9815070270047926,0.9986042193153036,0.9999999999968057,0.2523391676789729,EXCELLENT
USR00000041,875,0.9818430316251804,0.9985567186019013,0.9999999982604557,0.3420881203719718,EXCELLENT
USR00000042,665,0.9941539532620801,0.0,1.0,0.8811901392635092,GOOD
USR00000043,720,0.9841084558340004,0.04511408131566583,0.9991290135502848,0.06367104401929913,GOOD
USR00000044,712,0.9882029703172993,0.0007917538299335661,0.9999766030224205,0.08261830474556608,GOOD
USR00000045,872,0.9568886387863065,0.9998304375794901,0.9999694853766898,0.30508148264709956,EXCELLENT
USR00000046,760,0.9944390611294526,0.24745070513144715,0.9994391339257415,0.041740366854553734,EXCELLENT
USR00000047,742,0.9832952989201149,0.9998162893201785,0.005058292440925558,0.0795457521277676,GOOD
USR00000048,742,0.9882029703172993,0.9995185295971031,1.5488649833914562e-07,0.07425873538822136,GOOD
USR00000049,656,0.9897079299031161,0.2586695966332211,0.3103417351424982,0.0689218418303259,GOOD
USR00000050,475,0.005744538973899857,0.0,0.9999997524251689,0.6006393418547029,POOR
USR00000051,882,0.9743626456394668,0.9486077139352254,0.9998990177654611,0.04443564587213722,EXCELLENT
USR00000052,881,0.9791550714154212,0.979450022323517,0.9999999999972979,0.16954682868978,EXCELLENT
USR00000053,340,0.005744538973899857,0.0,1.8500343310701776e-05,0.34397092660969053,POOR
USR00000054,850,0.9796619481853261,0.9997097064965681,0.730523282330239,0.07804708441616326,EXCELLENT
USR00000055,686,0.9841740253203497,0.6589533682968856,0.05211711848750374,0.10822461028473329,GOOD
USR00000056,807,0.8199545210034114,0.8086690380138889,0.9112564189024663,0.11694060837625297,EXCELLENT
USR00000057,708,0.9933188289318612,0.0081712997511056,0.9908078902078044,0.16548221421986087,GOOD
USR00000058,750,0.9865896554405795,0.9891189774335998,0.10202208997764962,0.17203492690030553,EXCELLENT
USR00000059,733,0.9941539532620801,0.0937982391705291,0.9999677827773047,0.04085755053327611,GOOD
USR00000060,529,0.011101418440876476,0.2900421228714898,1.0,0.582312559113228,FAIR
USR00000061,879,0.9829098540519985,0.9984574471463296,0.9988657591942579,0.26931467132065856,EXCELLENT
USR00000062,677,0.9941539532620801,0.2018849557855994,0.5238690538136096,0.09626345993771657,GOOD
USR00000063,604,0.32118437283875184,0.9997188428671788,0.0030326105068937273,0.06002904991596314,FAIR
USR00000064,715,0.9833210859495124,0.0,0.9993450544695077,0.01344411221483477,GOOD
USR00000065,371,0.04057787700230532,0.1569871378359308,0.020571103592490474,0.46718761105933637,POOR
USR00000066,698,0.9942111622439394,0.018737324523958744,0.9999997221250106,0.38882257661029684,GOOD
USR00000067,664,0.9933188289318612,0.0,0.9999999999999989,0.8964292246718244,GOOD
USR00000068,710,0.9841654936904384,0.07788283118140119,0.9999999996672861,0.3393309670024267,GOOD
USR00000069,694,0.9796619481853261,1.6327345960357816e-05,1.0,0.3554020269408009,GOOD
USR00000070,884,0.9342376023134372,0.9980444218876119,0.9978357031605023,0.01864051483712892,EXCELLENT
USR00000071,690,0.9933188289318612,0.0,1.0,0.4628568102517042,GOOD
USR00000072,710,0.993190856615461,0.0020040030022516887,0.9999993553856915,0.14548057397894387,GOOD
USR00000073,708,0.9933188289318612,0.023352257816992926,0.9999998443392086,0.23322594730780388,GOOD
USR00000074,735,0.985666530667357,0.12775873960376952,0.9990918563251291,0.06837274230125534,GOOD
USR00000075,648,0.4271050626600035,0.9999426714117614,0.19335972577014782,0.16290367519310378,FAIR
USR00000076,889,0.9822521027620202,0.9999222557213733,0.9998376945837882,0.11991237840609248,EXCELLENT
USR00000077,711,0.9837634759217807,0.0,1.0,0.07738706785645089,GOOD
USR00000078,556,0.993190856615461,0.0,0.0002795597155642639,0.20338631058213363,FAIR
USR00000079,551,0.993190856615461,1.6327345960357816e-05,0.00031221549935354426,0.29356347016700357,FAIR
USR00000080,852,0.9792030862333242,0.9476159746771893,0.8372233692933931,0.15857789738465622,EXCELLENT
USR00000081,791,0.9832436963567037,0.5381678897443425,0.9999999999999956,0.36128665503150426,EXCELLENT
USR00000082,891,0.9942550207291844,0.9892607245333024,0.989215239953258,0.06861078515884578,EXCELLENT
USR00000083,702,0.9941539532620801,0.0030000814948979372,0.9969354261627864,0.2769187462233197,GOOD
USR00000084,876,0.985666530667357,0.9062267113914335,0.9999880634526928,0.06676683052809163,EXCELLENT
USR00000085,877,0.9788137474894767,0.9794657787359335,0.999817430330573,0.23518563572354256,EXCELLENT
USR00000086,681,0.9897079299031161,0.00014742150403062552,0.9999999981652048,0.6021677103754106,GOOD
USR00000087,838,0.9848754385101154,0.6943409346412583,0.996816724200095,0.04189478701315197,EXCELLENT
USR00000088,739,0.9788173182873997,0.9880540310717651,2.22504147420235e-05,0.0723551965674325,GOOD
USR00000089,690,0.7773467460465142,0.939988701165704,0.010403647099120951,0.058350048937041765,GOOD
USR00000090,706,0.9809156166408923,0.005153671504030626,0.9999999999989662,0.16764359516568605,GOOD
USR00000091,679,0.8592413657881749,0.0,0.9999999860224069,0.1808417966343916,GOOD
USR00000092,895,0.9829401846257761,0.9998925178823086,0.9999476891077604,0.020817108217805025,EXCELLENT
USR00000093,610,0.023699671003596587,0.5682631486469937,0.9997794251104304,0.11162382681298522,FAIR
USR00000094,740,0.9942433272516017,0.20721871034723577,0.9998978368149585,0.25151651371323036,GOOD
USR00000095,678,0.9828068066050019,0.0434246622984995,0.7178364424610134,0.050283188968594184,GOOD
USR00000096,729,0.9852940765340719,1.0,2.787487534261047e-08,0.2971011565856989,GOOD
USR00000097,881,0.9819302889153945,0.9993245899532708,0.9846022836876654,0.20711985902968766,EXCELLENT
USR00000098,733,0.9897079299031161,0.9998162893201785,0.017508012799753836,0.2813949842468261,GOOD
USR00000099,699,0.9942433272516017,0.023351391204668608,0.999999999999466,0.3994653856893702,GOOD
USR00000100,506,0.018511696638068963,0.00012935106460286317,0.9937165580051388,0.10872945171155368,FAIR
USR00000101,581,0.9941539532620801,0.006080558796373136,0.08891583764038885,0.02853078253996144,FAIR
USR00000102,514,0.09653175287089028,0.0,1.0,0.25657258208801725,FAIR
USR00000103,541,0.15174420382728118,0.8564088826645704,9.782594830532152e-08,0.07141489540045709,FAIR
USR00000104,601,0.9942111622439394,0.0916669576517996,0.1296366416361797,0.05351239467951474,FAIR
USR00000105,868,0.9929525743597646,0.9056163145231035,0.9999998997880466,0.21493764525508585,EXCELLENT
USR00000106,696,0.9857862294725914,0.00015912115854506452,0.99999999999999,0.34095525111290803,GOOD
USR00000107,560,0.9800390575752909,0.003486312708699238,0.001195604826888163,0.10783879691673381,FAIR
USR00000108,738,0.9830825389694801,0.9739866039282471,0.03254420400543898,0.14051250407006066,GOOD
USR00000109,551,0.9933188289318612,0.01135862040943449,4.148114916231261e-06,0.3113738142517928,FAIR
USR00000110,719,0.9933188289318612,0.1519452427159194,0.9039993811122503,0.20693756903363247,GOOD
USR00000111,811,0.955158523790389,0.9999656030444964,0.4860834447778551,0.035006223403578285,EXCELLENT
USR00000112,864,0.9944390611294526,0.933323510193446,0.9999999999285223,0.36548101431369817,EXCELLENT
USR00000113,558,0.993190856615461,0.00030037125581335234,3.5726000115206875e-08,0.17632777059523297,FAIR
USR00000114,854,0.9829401846257761,0.83896929053929,0.9999223301765181,0.20833422648444788,EXCELLENT
USR00000115,844,0.9808009425921224,0.8366359534371374,0.9999999999999865,0.3614688576414423,EXCELLENT
USR00000116,575,0.9826949698246319,0.008322563881863507,0.1529411385135529,0.25064458488369423,FAIR
USR00000117,746,0.9815270713064752,0.9997092093332656,0.010687804958929554,0.019276872226160813,GOOD
USR00000118,719,0.9818617722069708,0.028567442141317453,0.9999982104898875,0.02761248456913179,GOOD
USR00000119,885,0.9808009425921224,0.9991617908030749,0.9999736260102,0.16902821669319645,EXCELLENT
USR00000120,741,0.9822704287482437,0.9999764182267333,0.026615921740823768,0.14315453466093697,GOOD
USR00000121,545,0.993190856615461,3.885633343682082e-05,4.5993532921089406e-08,0.39211758050706147,FAIR
USR00000122,547,0.993190856615461,2.2228327380803742e-05,0.0025157906134783696,0.3639476671844465,FAIR
USR00000123,640,0.9941539532620801,0.03052725190522851,0.4910422850145033,0.12299519576447482,FAIR
USR00000124,701,0.9941539532620801,0.0,0.99999999341259,0.2814931584634298,GOOD
